order_code,shop,kho_ban,kenh_ban_hang,ngay_dat_hang,so_luong,ten_san_pham,gia_tri_thuoc_tinh_1,gia_san_pham,ma_san_pham
585684813919913395,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:55:26+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),59000,SP000442
585684844677661745,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:53:38+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585684767269160880,Nước Giặt Xả Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:52:39+07:00,1,Bột tẩy lồng máy giặt Smile Mon 450G,Default Title,38999,TP30671
585684678981420459,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:52:20+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684707509437798,Nước Giặt Xả Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:51:17+07:00,1,"[BÁN CHẠY NHẤT] Bột Tẩy Lồng Máy Siêu Sạch Smile Mom Túi 450g - Không cần gọi thợ, Tăng tuổi thọ máy giặt gia đình",Combo 2 Túi (Rẻ Nhất),74000,TP30671_01
585684690940495147,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:50:14+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585684764086994201,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:49:37+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684642663859540,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:48:38+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",5 cái (Ngẫu nhiên màu),59340,
585684670370710943,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:47:47+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684625863378857,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:46:26+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
2608234QX5CDAK,Blue Việt Nam,Kho Hà Nội,shopee,2026-08-23T12:45:48+07:00,1,Bột Tẩy Lồng Máy Giặt Blue 150g/gói Kháng Khuẩn Khử Mùi Tiện Lợi Tại Nhà Không Cần Gọi Thợ,1 Gói Lẻ 150g,19000,TP32743
585684592612181368,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:43:41+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585684630575678604,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:43:15+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684529641456905,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:41:39+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585684558146012346,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:40:37+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",3 cái (Ngẫu nhiên màu),39600,
585684645712070413,Nước Giặt Xả Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:40:06+07:00,1,Bột tẩy lồng máy giặt Smile Mon 450G,Default Title,38999,TP30671
585684537495291123,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:38:07+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",5 cái (Ngẫu nhiên màu),59340,
585684489280783708,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:36:55+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 2 Túi (Rẻ hơn mua lẻ 22%),45999,TP32743
585684502946219029,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:36:13+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585684446361125915,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:35:08+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585684515488368389,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:35:03+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585684499151947742,Nước Giặt Xả Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:31:33+07:00,1,[MUA NHIỀU GIẢM NHIỀU] Nước Lau Kính Đa Năng Blue 560ml Siêu Sạch Chống Bám Bụi Đánh Bay Vết Bẩn Trên Tất Cả Các Bề Mặt Kính Không Để Lại Vệt Sọc,Combo 2 Chai (Bán chạy nhất),64999,SP001214
585684404785153045,Nước Giặt Xả Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:29:47+07:00,1,"[BÁN CHẠY NHẤT] Bột Tẩy Lồng Máy Siêu Sạch Smile Mom Túi 450g - Không cần gọi thợ, Tăng tuổi thọ máy giặt gia đình",Combo 3 Túi (Bán chạy nhất),98999,SP000366
585684419993568959,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:29:33+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585684360986592412,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:29:00+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684384719537153,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:28:45+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585684315970504574,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:27:19+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 2 Túi (Rẻ hơn mua lẻ 22%),45999,TP32743
585684329964340704,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:27:05+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585684336347088602,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:25:20+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",2 cái (Ngẫu nhiên màu),29280,
585684320498714093,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:23:36+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585684290693400316,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:23:21+07:00,1,Bột Vệ Sinh Lồng Máy Giặt Blue 150g/gói Kháng Khuẩn Khử Mùi Tiện Lợi Tại Nhà Không Cần Gọi Thợ,Combo 5 ( Khuyên dùng - Tiết kiệm 65%),88999,SP000443_01
585684259399828733,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:21:34+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684148648970180,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:16:20+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585684146985534681,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:16:04+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",5 cái (Ngẫu nhiên màu),59340,
585684164474472186,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:15:28+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684117587593156,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:15:12+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684095617041892,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:11:45+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585684067256731214,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:11:39+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585684077763200130,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:11:14+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585684092641707667,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:10:10+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585683999856297827,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:07:46+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585684151683155045,Nước Giặt Xả Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:07:07+07:00,1,"[BÁN CHẠY NHẤT] Bột Tẩy Lồng Máy Siêu Sạch Smile Mom Túi 450g - Không cần gọi thợ, Tăng tuổi thọ máy giặt gia đình",Combo 3 Túi (Bán chạy nhất),98999,SP000366
585684041329444269,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:04:37+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",1 cái (Ngẫu nhiên màu),15500,
585683963014776682,Nước Giặt Xả Blue,Kho Hà Nội,tiktokshop,2026-08-23T12:03:08+07:00,1,[MUA NHIỀU GIẢM NHIỀU] Nước Lau Kính Đa Năng Blue 560ml Siêu Sạch Chống Bám Bụi Đánh Bay Vết Bẩn Trên Tất Cả Các Bề Mặt Kính Không Để Lại Vệt Sọc,Combo 2 Chai (Bán chạy nhất),64999,SP001214
585683944277116359,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T12:01:09+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 2 Túi (Rẻ hơn mua lẻ 22%),45999,TP32743
585683940020487246,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:59:17+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 2 Túi (Rẻ hơn mua lẻ 22%),45999,TP32743
585683924731528749,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:58:45+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 2 Túi (Rẻ hơn mua lẻ 22%),45999,TP32743
585683950277396085,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:54:31+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 2 Túi (Rẻ hơn mua lẻ 22%),45999,TP32743
585683847178913306,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T11:54:14+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585683787150165345,Nước Giặt Xả Blue,Kho Hà Nội,tiktokshop,2026-08-23T11:51:34+07:00,1,[MUA NHIỀU GIẢM NHIỀU] Nước Lau Kính Đa Năng Blue 560ml Siêu Sạch Chống Bám Bụi Đánh Bay Vết Bẩn Trên Tất Cả Các Bề Mặt Kính Không Để Lại Vệt Sọc,1 Chai (Không áp dụng Voucher Shop),39000,TP32279_02
585683780467394027,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:49:50+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",5 cái (Ngẫu nhiên màu),59340,
585683649828914198,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:44:03+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",2 cái (Ngẫu nhiên màu),29280,
585683664103900315,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:43:28+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585683617426277616,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:43:20+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585683584631277188,Nước Giặt Xả Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:39:01+07:00,1,Bột tẩy lồng máy giặt Smile Mon 450G,Default Title,38999,TP30671
585683593964193536,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:37:17+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",1 TÚI (Không áp dụng Voucher Shop),29000,
585683546127107917,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:33:52+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
2608234KQCTF7M,Blue Việt Nam,Kho Hà Nội,shopee,2026-08-23T11:30:25+07:00,1,Bột Tẩy Lồng Máy Giặt Blue 150g/gói Kháng Khuẩn Khử Mùi Tiện Lợi Tại Nhà Không Cần Gọi Thợ,Combo 3 gói 150g,54000,TP32743
585683414540780600,Nước Giặt Xả Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:28:08+07:00,1,"[BÁN CHẠY NHẤT] Bột Tẩy Lồng Máy Siêu Sạch Smile Mom Túi 450g - Không cần gọi thợ, Tăng tuổi thọ máy giặt gia đình",Combo 3 Túi (Bán chạy nhất),98999,SP000366
585683481022596815,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T11:27:38+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 2 Túi (Rẻ hơn mua lẻ 22%),45999,TP32743
585683398212028372,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T11:26:50+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585683419486717029,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T11:25:31+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585683435880220388,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:25:25+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",1 cái (Ngẫu nhiên màu),15500,
585683404233213680,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:24:08+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",5 cái (Ngẫu nhiên màu),59340,
585683337884828828,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:24:01+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",5 cái (Ngẫu nhiên màu),59340,
585683359022614258,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:21:48+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 5 Túi (Tiết kiệm nhất - Khuyên dùng),88999,SP000443
585683318591358441,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:21:18+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 2 Túi (Rẻ hơn mua lẻ 22%),45999,TP32743
585683299121792644,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:20:47+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585683370238314036,Nước Giặt Xả Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:18:47+07:00,1,[MUA NHIỀU GIẢM NHIỀU] Nước Lau Kính Đa Năng Blue 560ml Siêu Sạch Chống Bám Bụi Đánh Bay Vết Bẩn Trên Tất Cả Các Bề Mặt Kính Không Để Lại Vệt Sọc,1 Chai (Không áp dụng Voucher Shop),38999,TP32279_02
585683251797263407,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:16:36+07:00,4,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",1 cái (Ngẫu nhiên màu),15500,
585683193202247355,Tẩy lồng máy giặt Blue,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:12:26+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
585683192689362834,Tẩy lồng máy giặt Blue,Kho Hà Nội,tiktokshop,2026-08-23T11:12:24+07:00,1,"[MUA NHIỀU GIẢM SÂU] Bột Tẩy Lồng Máy Giặt Blue 150g - Làm Sạch Sâu, Khử Mùi Diệt Khuẩn Cho Máy Giặt Cửa Ngang & Cửa Đứng.",Combo 3 Túi (Bán chạy nhất - Đã giảm 35%),58999,SP000442
2608234JNEJYBN,Blue Việt Nam,Kho Hà Nội,shopee,2026-08-23T11:11:26+07:00,1,Bột Tẩy Lồng Máy Giặt Blue 150g/gói Kháng Khuẩn Khử Mùi Tiện Lợi Tại Nhà Không Cần Gọi Thợ,Combo 3 gói 150g,54000,TP32743
585683163278050409,CLEVY VIỆT NAM,Miền Nam - Kho mặc định,tiktokshop,2026-08-23T11:10:33+07:00,1,"Móc Treo Đa Năng Xoay 360° 6 Nhánh, Treo Đồ Lót, Khăn, Mũ Lưỡi Trai Và Phụ Kiện - MT01",2 cái (Ngẫu nhiên màu),29280,
